kernelsize_gaussianBlur,sigmaX,threshold_method,block_size,c_value,horizontal_kernel_divisor,vertical_kernel_divisor,erosion_iterations,dilation_iterations,result_length,error_message
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(7, 7)",2.0,OTSU,9,1,60,10,1,1,3174,
"(7, 7)",2.0,OTSU,9,1,60,20,1,1,4918,
"(7, 7)",2.0,OTSU,9,1,60,30,1,1,4270,
"(7, 7)",2.0,OTSU,9,1,60,40,1,1,2173,
"(7, 7)",2.0,OTSU,9,1,60,50,1,1,1989,
"(7, 7)",2.0,OTSU,9,1,60,60,1,1,1923,
"(7, 7)",2.0,OTSU,9,1,60,70,1,1,1922,
"(7, 7)",2.0,OTSU,9,1,60,80,1,1,1741,
"(7, 7)",2.0,OTSU,9,1,60,90,1,1,1537,
"(7, 7)",2.0,OTSU,9,1,60,100,1,1,1585,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(3, 3)",0,OTSU,9,1,70,10,1,1,3068,
"(3, 3)",0,OTSU,9,1,70,20,1,1,4846,
"(3, 3)",0,OTSU,9,1,70,30,1,1,4198,
"(3, 3)",0,OTSU,9,1,70,40,1,1,2101,
"(3, 3)",0,OTSU,9,1,70,50,1,1,2066,
"(3, 3)",0,OTSU,9,1,70,60,1,1,1912,
"(3, 3)",0,OTSU,9,1,70,70,1,1,1856,
"(3, 3)",0,OTSU,9,1,70,80,1,1,1732,
"(3, 3)",0,OTSU,9,1,70,90,1,1,1616,
"(3, 3)",0,OTSU,9,1,70,100,1,1,1576,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(3, 3)",1.0,OTSU,9,1,70,10,1,1,3068,
"(3, 3)",1.0,OTSU,9,1,70,20,1,1,4846,
"(3, 3)",1.0,OTSU,9,1,70,30,1,1,4198,
"(3, 3)",1.0,OTSU,9,1,70,40,1,1,2101,
"(3, 3)",1.0,OTSU,9,1,70,50,1,1,2066,
"(3, 3)",1.0,OTSU,9,1,70,60,1,1,1912,
"(3, 3)",1.0,OTSU,9,1,70,70,1,1,1856,
"(3, 3)",1.0,OTSU,9,1,70,80,1,1,1732,
"(3, 3)",1.0,OTSU,9,1,70,90,1,1,1616,
"(3, 3)",1.0,OTSU,9,1,70,100,1,1,1576,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(3, 3)",2.0,OTSU,9,1,70,10,1,1,3068,
"(3, 3)",2.0,OTSU,9,1,70,20,1,1,4846,
"(3, 3)",2.0,OTSU,9,1,70,30,1,1,4198,
"(3, 3)",2.0,OTSU,9,1,70,40,1,1,2101,
"(3, 3)",2.0,OTSU,9,1,70,50,1,1,2066,
"(3, 3)",2.0,OTSU,9,1,70,60,1,1,1912,
"(3, 3)",2.0,OTSU,9,1,70,70,1,1,1856,
"(3, 3)",2.0,OTSU,9,1,70,80,1,1,1732,
"(3, 3)",2.0,OTSU,9,1,70,90,1,1,1616,
"(3, 3)",2.0,OTSU,9,1,70,100,1,1,1576,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(5, 5)",0,OTSU,9,1,70,10,1,1,3068,
"(5, 5)",0,OTSU,9,1,70,20,1,1,4846,
"(5, 5)",0,OTSU,9,1,70,30,1,1,4198,
"(5, 5)",0,OTSU,9,1,70,40,1,1,2101,
"(5, 5)",0,OTSU,9,1,70,50,1,1,2066,
"(5, 5)",0,OTSU,9,1,70,60,1,1,1912,
"(5, 5)",0,OTSU,9,1,70,70,1,1,1856,
"(5, 5)",0,OTSU,9,1,70,80,1,1,1732,
"(5, 5)",0,OTSU,9,1,70,90,1,1,1616,
"(5, 5)",0,OTSU,9,1,70,100,1,1,1576,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(5, 5)",1.0,OTSU,9,1,70,10,1,1,3068,
"(5, 5)",1.0,OTSU,9,1,70,20,1,1,4846,
"(5, 5)",1.0,OTSU,9,1,70,30,1,1,4198,
"(5, 5)",1.0,OTSU,9,1,70,40,1,1,2101,
"(5, 5)",1.0,OTSU,9,1,70,50,1,1,2066,
"(5, 5)",1.0,OTSU,9,1,70,60,1,1,1912,
"(5, 5)",1.0,OTSU,9,1,70,70,1,1,1856,
"(5, 5)",1.0,OTSU,9,1,70,80,1,1,1732,
"(5, 5)",1.0,OTSU,9,1,70,90,1,1,1616,
"(5, 5)",1.0,OTSU,9,1,70,100,1,1,1576,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(5, 5)",2.0,OTSU,9,1,70,10,1,1,3068,
"(5, 5)",2.0,OTSU,9,1,70,20,1,1,4846,
"(5, 5)",2.0,OTSU,9,1,70,30,1,1,4198,
"(5, 5)",2.0,OTSU,9,1,70,40,1,1,2101,
"(5, 5)",2.0,OTSU,9,1,70,50,1,1,2066,
"(5, 5)",2.0,OTSU,9,1,70,60,1,1,1912,
"(5, 5)",2.0,OTSU,9,1,70,70,1,1,1856,
"(5, 5)",2.0,OTSU,9,1,70,80,1,1,1732,
"(5, 5)",2.0,OTSU,9,1,70,90,1,1,1616,
"(5, 5)",2.0,OTSU,9,1,70,100,1,1,1576,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(7, 7)",0,OTSU,9,1,70,10,1,1,3068,
"(7, 7)",0,OTSU,9,1,70,20,1,1,4846,
"(7, 7)",0,OTSU,9,1,70,30,1,1,4198,
"(7, 7)",0,OTSU,9,1,70,40,1,1,2101,
"(7, 7)",0,OTSU,9,1,70,50,1,1,2066,
"(7, 7)",0,OTSU,9,1,70,60,1,1,1912,
"(7, 7)",0,OTSU,9,1,70,70,1,1,1856,
"(7, 7)",0,OTSU,9,1,70,80,1,1,1732,
"(7, 7)",0,OTSU,9,1,70,90,1,1,1616,
"(7, 7)",0,OTSU,9,1,70,100,1,1,1576,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(7, 7)",1.0,OTSU,9,1,70,10,1,1,3068,
"(7, 7)",1.0,OTSU,9,1,70,20,1,1,4846,
"(7, 7)",1.0,OTSU,9,1,70,30,1,1,4198,
"(7, 7)",1.0,OTSU,9,1,70,40,1,1,2101,
"(7, 7)",1.0,OTSU,9,1,70,50,1,1,2066,
"(7, 7)",1.0,OTSU,9,1,70,60,1,1,1912,
"(7, 7)",1.0,OTSU,9,1,70,70,1,1,1856,
"(7, 7)",1.0,OTSU,9,1,70,80,1,1,1732,
"(7, 7)",1.0,OTSU,9,1,70,90,1,1,1616,
"(7, 7)",1.0,OTSU,9,1,70,100,1,1,1576,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(7, 7)",2.0,OTSU,9,1,70,10,1,1,3068,
"(7, 7)",2.0,OTSU,9,1,70,20,1,1,4846,
"(7, 7)",2.0,OTSU,9,1,70,30,1,1,4198,
"(7, 7)",2.0,OTSU,9,1,70,40,1,1,2101,
"(7, 7)",2.0,OTSU,9,1,70,50,1,1,2066,
"(7, 7)",2.0,OTSU,9,1,70,60,1,1,1912,
"(7, 7)",2.0,OTSU,9,1,70,70,1,1,1856,
"(7, 7)",2.0,OTSU,9,1,70,80,1,1,1732,
"(7, 7)",2.0,OTSU,9,1,70,90,1,1,1616,
"(7, 7)",2.0,OTSU,9,1,70,100,1,1,1576,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,10,1,1,2780,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,20,1,1,3985,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,30,1,1,4188,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,40,1,1,1727,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,50,1,1,1476,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,60,1,1,1330,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,70,1,1,1178,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,80,1,1,979,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,90,1,1,770,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,70,100,1,1,539,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,10,1,1,1355,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,20,1,1,1743,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,30,1,1,1516,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,40,1,1,864,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,50,1,1,864,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,60,1,1,521,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,70,1,1,521,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,80,1,1,467,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,90,1,1,353,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,70,100,1,1,358,
"(3, 3)",0,OTSU,9,1,80,10,1,1,2813,
"(3, 3)",0,OTSU,9,1,80,20,1,1,4557,
"(3, 3)",0,OTSU,9,1,80,30,1,1,4016,
"(3, 3)",0,OTSU,9,1,80,40,1,1,1982,
"(3, 3)",0,OTSU,9,1,80,50,1,1,2032,
"(3, 3)",0,OTSU,9,1,80,60,1,1,1878,
"(3, 3)",0,OTSU,9,1,80,70,1,1,1822,
"(3, 3)",0,OTSU,9,1,80,80,1,1,1698,
"(3, 3)",0,OTSU,9,1,80,90,1,1,1582,
"(3, 3)",0,OTSU,9,1,80,100,1,1,1579,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,80,10,1,1,2419,
